,path,url,width,height,mime,size,filename
509,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/duncan_canal/duncan-canal_174D_03250_131312.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/duncan_canal/duncan-canal_174D_03250_131312.jpg,750,1110,image/jpeg,277103,duncan-canal_174D_03250_131312.jpg
510,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/duncan_canal/duncan-canal_101D_03363_131313.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/duncan_canal/duncan-canal_101D_03363_131313.jpg,750,1110,image/jpeg,270498,duncan-canal_101D_03363_131313.jpg
511,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/dutton/dutton_124A_03521_060410.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/dutton/dutton_124A_03521_060410.jpg,619,1050,image/jpeg,251227,dutton_124A_03521_060410.jpg
512,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_038A_03576_131307.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_038A_03576_131307.jpg,619,1050,image/jpeg,281162,dzenzursky_038A_03576_131307.jpg
513,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_060D_03564_131313.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_060D_03564_131313.jpg,750,1110,image/jpeg,301906,dzenzursky_060D_03564_131313.jpg
514,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_060D_03564_141313.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/dzenzursky/dzenzursky_060D_03564_141313.jpg,619,1050,image/jpeg,283102,dzenzursky_060D_03564_141313.jpg
515,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_061D_09919_081108.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_061D_09919_081108.jpg,603,1050,image/jpeg,240372,ebulobo_061D_09919_081108.jpg
516,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_112A_09831_050508.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_112A_09831_050508.jpg,603,1050,image/jpeg,222282,ebulobo_112A_09831_050508.jpg
517,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_112A_09836_050505.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/ebulobo/ebulobo_112A_09836_050505.jpg,603,1050,image/jpeg,238291,ebulobo_112A_09836_050505.jpg
518,/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/edgecumbe/edgecumbe_174D_03250_131312.jpg,https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/edgecumbe/edgecumbe_174D_03250_131312.jpg,750,1110,image/jpeg,189251,edgecumbe_174D_03250_131312.jpg
